,player,unit,time,age,round,game_id,text
568,Orange,Religion,2020-06-23 13:13:51,III,14,7478150,Orange destroys Religion##
569,Grey,Bronze,2020-06-23 12:30:52,II,13,7478150,Grey destroys Bronze##
570,Green,Iron,2020-06-26 14:57:31,IV,19,7478280,Green destroys Iron##
571,Green,Iron,2020-06-26 14:57:23,IV,19,7478280,Green destroys Iron##
572,Orange,Irrigation,2020-06-26 13:00:24,III,19,7478280,Orange destroys Irrigation##
573,Grey,Iron,2020-06-25 17:35:06,III,14,7478280,Grey destroys Iron##
574,Purple,Agriculture,2020-06-25 12:31:18,II,13,7478280,Purple destroys Agriculture##
575,Green,Philosophy,2020-06-25 10:12:50,II,9,7478280,Green destroys Philosophy##
576,Orange,Bronze,2020-07-13 23:22:06,III,15,7478389,Orange destroys Bronze##
577,Green,Bronze,2020-07-06 11:45:31,I,6,7478389,Green destroys Bronze##
578,Grey,Iron,2020-07-21 19:37:02,IV,18,7479251,Grey destroys Iron##
579,Orange,Bronze,2020-07-21 18:27:07,IV,18,7479251,Orange destroys Bronze##
580,Orange,Philosophy,2020-07-21 18:26:46,IV,18,7479251,Orange destroys Philosophy##
581,Grey,Philosophy,2020-07-21 16:29:00,III,16,7479251,Grey destroys Philosophy##
582,Orange,Agriculture,2020-07-20 12:19:46,II,11,7479251,Orange destroys Agriculture##
583,Green,Religion,2020-07-28 22:47:26,IV,19,7479593,Green destroys Religion##
584,Green,Bronze,2020-07-28 22:47:05,IV,19,7479593,Green destroys Bronze##
585,Green,Agriculture,2020-07-28 22:46:37,IV,19,7479593,Green destroys Agriculture##
586,Grey,Iron,2020-07-28 14:03:20,III,18,7479593,Grey destroys Iron##
587,Grey,Philosophy,2020-07-28 12:50:36,III,17,7479593,Grey destroys Philosophy##
588,Purple,Agriculture,2020-07-27 21:46:17,III,15,7479593,Purple destroys Agriculture##
589,Purple,Drama,2020-07-27 21:46:14,III,15,7479593,Purple destroys Drama##
590,Purple,Printing Press,2020-07-27 21:46:10,III,15,7479593,Purple destroys Printing Press##
591,Purple,Iron,2020-07-27 21:46:06,III,15,7479593,Purple destroys Iron##
592,Purple,Team Sports,2020-07-27 21:46:00,III,15,7479593,Purple destroys Team Sports##
593,Purple,Drama,2020-07-27 21:45:52,III,15,7479593,Purple destroys Drama##
594,Purple,Printing Press,2020-07-27 21:45:47,III,15,7479593,Purple destroys Printing Press##
595,Purple,Iron,2020-07-27 21:45:34,III,15,7479593,Purple destroys Iron##
596,Purple,Philosophy,2020-07-26 13:18:26,II,13,7479593,Purple destroys Philosophy##
597,Grey,Philosophy,2020-07-25 22:59:48,II,12,7479593,Grey destroys Philosophy##
598,Orange,Agriculture,2020-07-25 15:41:59,II,12,7479593,Orange destroys Agriculture##
599,Grey,Bronze,2020-07-25 06:32:37,II,11,7479593,Grey destroys Bronze##
600,Purple,Agriculture,2020-07-24 14:33:21,II,11,7479593,Purple destroys Agriculture##
601,Purple,Iron,2020-07-24 14:28:10,II,11,7479593,Purple destroys Iron##
602,Purple,Religion,2020-07-24 11:50:34,II,10,7479593,Purple destroys Religion##
603,Orange,Religion,2020-07-23 07:38:14,I,5,7479593,Orange destroys Religion##
604,Purple,Bronze,2020-08-05 10:57:32,II,10,7479938,Purple destroys Bronze##
605,Orange,Bronze,2020-08-04 22:26:10,II,9,7479938,Orange destroys Bronze##
606,Orange,Philosophy,2020-08-10 21:57:28,II,12,7480288,Orange destroys Philosophy##
607,Purple,Agriculture,2020-08-10 20:43:02,II,10,7480288,Purple destroys Agriculture##
608,Grey,Bronze,2020-08-10 20:34:42,II,10,7480288,Grey destroys Bronze##
609,Purple,Bronze,2020-08-10 18:42:23,II,9,7480288,Purple destroys Bronze##
610,Green,Bronze,2020-08-10 17:04:53,II,8,7480288,Green destroys Bronze##
611,Purple,Bronze,2020-08-14 11:22:15,IV,17,7480536,Purple destroys Bronze##
612,Purple,Alchemy,2020-08-13 17:40:54,III,13,7480536,Purple destroys Alchemy##
613,Purple,Drama,2020-08-13 16:21:30,III,12,7480536,Purple destroys Drama##
614,Grey,Agriculture,2020-08-13 16:08:44,II,12,7480536,Grey destroys Agriculture##
615,Green,Agriculture,2020-08-13 13:28:27,II,10,7480536,Green destroys Agriculture##
616,Grey,Bronze,2020-08-19 10:49:28,IV,18,7480677,Grey destroys Bronze##
617,Green,Philosophy,2020-08-19 10:40:52,IV,18,7480677,Green destroys Philosophy##
618,Orange,Agriculture,2020-08-19 10:16:36,IV,18,7480677,Orange destroys Agriculture##
619,Green,Iron,2020-08-18 09:53:54,III,12,7480677,Green destroys Iron##
620,Orange,Bronze,2020-08-17 16:58:20,II,9,7480677,Orange destroys Bronze##
621,Purple,Iron,2020-08-24 14:44:56,IV,17,7480887,Purple destroys Iron##
622,Purple,Irrigation,2020-08-24 14:44:40,IV,17,7480887,Purple destroys Irrigation##
623,Orange,Iron,2020-08-24 14:39:04,IV,17,7480887,Orange destroys Iron##
624,Grey,Alchemy,2020-08-24 14:33:52,IV,16,7480887,Grey destroys Alchemy##
625,Grey,Alchemy,2020-08-24 14:33:25,IV,16,7480887,Grey destroys Alchemy##
626,Green,Alchemy,2020-08-24 14:23:57,IV,16,7480887,Green destroys Alchemy##
627,Grey,Bronze,2020-08-24 12:03:07,III,14,7480887,Grey destroys Bronze##
628,Orange,Iron,2020-08-24 10:27:39,III,13,7480887,Orange destroys Iron##
629,Green,Philosophy,2020-08-24 07:54:12,III,12,7480887,Green destroys Philosophy##
630,Green,Iron,2020-09-01 11:10:35,IV,17,7481117,Green destroys Iron##
631,Purple,Coal,2020-09-01 10:47:25,IV,17,7481117,Purple destroys Coal##
632,Purple,Bronze,2020-09-01 10:46:41,IV,17,7481117,Purple destroys Bronze##
633,Orange,Agriculture,2020-09-01 09:39:54,IV,17,7481117,Orange destroys Agriculture##
634,Green,Iron,2020-09-01 09:31:29,III,16,7481117,Green destroys Iron##
635,Green,Alchemy,2020-09-01 09:30:54,III,16,7481117,Green destroys Alchemy##
636,Green,Agriculture,2020-09-01 09:30:33,III,16,7481117,Green destroys Agriculture##
637,Purple,Agriculture,2020-09-01 09:22:53,III,16,7481117,Purple destroys Agriculture##
638,Green,Bronze,2020-08-31 16:50:03,III,14,7481117,Green destroys Bronze##
639,Purple,Bronze,2020-08-27 18:28:34,II,9,7481117,Purple destroys Bronze##
640,Orange,Bronze,2020-08-26 14:50:50,II,8,7481117,Orange destroys Bronze##
641,Green,Iron,2020-09-09 22:52:05,III,17,7481459,Green destroys Iron##
642,Purple,Iron,2020-09-08 16:08:09,III,14,7481459,Purple destroys Iron##
643,Green,Agriculture,2020-09-08 15:37:05,II,14,7481459,Green destroys Agriculture##
644,Green,Religion,2020-09-08 15:17:29,II,13,7481459,Green destroys Religion##
645,Purple,Religion,2020-09-08 15:12:54,II,13,7481459,Purple destroys Religion##
646,Purple,Agriculture,2020-09-03 15:37:00,II,8,7481459,Purple destroys Agriculture##
647,Green,Bronze,2020-09-03 09:12:08,I,5,7481459,Green destroys Bronze##
648,Grey,Iron,2020-09-14 21:17:17,IV,19,7481844,Grey destroys Iron##
649,Green,Iron,2020-09-14 21:08:40,IV,19,7481844,Green destroys Iron##
650,Green,Mechanized Agriculture,2020-09-14 12:48:01,III,16,7481844,Green destroys Mechanized Agriculture##
651,Orange,Alchemy,2020-09-13 23:00:17,II,13,7481844,Orange destroys Alchemy##
652,Green,Philosophy,2020-09-13 20:43:38,II,10,7481844,Green destroys Philosophy##
653,Green,Philosophy,2020-09-13 09:43:04,II,8,7481844,Green destroys Philosophy##
654,Grey,Agriculture,2020-09-12 10:59:37,I,7,7481844,Grey destroys Agriculture##
655,Green,Agriculture,2020-09-12 10:50:51,I,7,7481844,Green destroys Agriculture##
656,Grey,Irrigation,2020-09-21 17:24:48,IV,18,7482019,Grey destroys Irrigation##
657,Purple,Alchemy,2020-09-21 16:52:32,IV,18,7482019,Purple destroys Alchemy##
658,Purple,Agriculture,2020-09-21 16:52:16,IV,18,7482019,Purple destroys Agriculture##
659,Orange,Philosophy,2020-09-21 16:15:14,IV,18,7482019,Orange destroys Philosophy##
660,Orange,Agriculture,2020-09-21 16:14:43,IV,18,7482019,Orange destroys Agriculture##
661,Purple,Bronze,2020-09-21 13:11:09,III,16,7482019,Purple destroys Bronze##
662,Grey,Bronze,2020-09-21 11:29:50,III,14,7482019,Grey destroys Bronze##
663,Orange,Agriculture,2020-09-21 10:39:25,III,14,7482019,Orange destroys Agriculture##
664,Purple,Bronze,2020-09-20 16:38:04,II,12,7482019,Purple destroys Bronze##
665,Purple,Alchemy,2020-09-18 08:04:32,II,10,7482019,Purple destroys Alchemy##
666,Orange,Bronze,2020-09-17 18:46:56,II,10,7482019,Orange destroys Bronze##
667,Purple,Irrigation,2020-10-05 16:25:16,IV,19,7482338,Purple destroys Irrigation##
668,Green,Agriculture,2020-10-05 15:50:33,III,18,7482338,Green destroys Agriculture##
669,Orange,Religion,2020-10-02 14:59:57,III,15,7482338,Orange destroys Religion##
670,Purple,Bronze,2020-10-02 00:22:08,III,14,7482338,Purple destroys Bronze##
671,Orange,Philosophy,2020-10-01 19:43:04,II,14,7482338,Orange destroys Philosophy##
672,Orange,Philosophy,2020-10-01 19:42:45,II,14,7482338,Orange destroys Philosophy##
673,Purple,Philosophy,2020-09-30 16:02:26,II,13,7482338,Purple destroys Philosophy##
674,Green,Religion,2020-09-30 15:50:50,II,13,7482338,Green destroys Religion##
675,Purple,Iron,2020-10-15 20:46:53,IV,19,7482908,Purple destroys Iron##
676,Purple,Iron,2020-10-15 20:46:34,IV,19,7482908,Purple destroys Iron##
677,Grey,Alchemy,2020-10-15 13:14:55,IV,19,7482908,Grey destroys Alchemy##
678,Purple,Agriculture,2020-10-09 13:05:50,I,7,7482908,Purple destroys Agriculture##
679,Grey,Iron,2020-11-01 08:54:14,IV,20,7483387,Grey destroys Iron##
680,Grey,Iron,2020-11-01 08:54:05,IV,20,7483387,Grey destroys Iron##
681,Green,Selective breeding,2020-11-01 00:14:38,IV,20,7483387,Green destroys Selective breeding##
682,Green,Iron,2020-11-01 00:12:54,IV,20,7483387,Green destroys Iron##
683,Green,Iron,2020-11-01 00:12:44,IV,20,7483387,Green destroys Iron##
684,Purple,Coal,2020-10-31 19:01:30,IV,20,7483387,Purple destroys Coal##
685,Purple,Coal,2020-10-31 19:01:22,IV,20,7483387,Purple destroys Coal##
686,Green,Iron,2020-10-31 09:31:08,III,19,7483387,Green destroys Iron##
687,Green,Alchemy,2020-10-31 09:30:56,III,19,7483387,Green destroys Alchemy##
688,Green,Alchemy,2020-10-31 09:30:48,III,19,7483387,Green destroys Alchemy##
689,Green,Agriculture,2020-10-30 18:06:55,III,17,7483387,Green destroys Agriculture##
690,Green,Agriculture,2020-10-29 08:59:53,III,15,7483387,Green destroys Agriculture##
691,Purple,Bronze,2020-10-29 08:43:38,III,15,7483387,Purple destroys Bronze##
692,Green,Agriculture,2020-10-21 08:29:42,II,8,7483387,Green destroys Agriculture##
693,Purple,Philosophy,2020-10-21 08:24:01,II,8,7483387,Purple destroys Philosophy##
694,Orange,Agriculture,2020-10-20 21:42:11,II,8,7483387,Orange destroys Agriculture##
695,Green,Bronze,2020-10-20 18:36:16,II,8,7483387,Green destroys Bronze##
696,Purple,Philosophy,2020-10-20 18:02:22,II,8,7483387,Purple destroys Philosophy##
697,Grey,Agriculture,2020-10-19 19:50:01,I,6,7483387,Grey destroys Agriculture##
698,Grey,Agriculture,2020-10-19 12:23:40,I,5,7483387,Grey destroys Agriculture##
699,Purple,Religion,2020-11-16 19:44:58,IV,19,7484166,Purple destroys Religion##
700,Purple,Religion,2020-11-16 19:44:52,IV,19,7484166,Purple destroys Religion##
701,Purple,Philosophy,2020-11-16 19:44:48,IV,19,7484166,Purple destroys Philosophy##
702,Purple,Iron,2020-11-16 19:44:43,IV,19,7484166,Purple destroys Iron##
703,Purple,Iron,2020-11-16 19:44:30,IV,19,7484166,Purple destroys Iron##
704,Purple,Iron,2020-11-16 19:43:23,IV,19,7484166,Purple destroys Iron##
705,Purple,Bronze,2020-11-16 19:42:24,IV,19,7484166,Purple destroys Bronze##
706,Purple,Philosophy,2020-11-12 09:56:44,II,9,7484166,Purple destroys Philosophy##
707,Grey,Philosophy,2020-11-11 10:11:12,II,8,7484166,Grey destroys Philosophy##
708,Purple,Agriculture,2020-11-10 11:21:50,I,6,7484166,Purple destroys Agriculture##
709,Purple,Agriculture,2020-11-09 11:15:43,I,5,7484166,Purple destroys Agriculture##
710,Grey,Iron,2020-12-01 13:38:39,IV,19,7484894,Grey destroys Iron##
711,Green,Religion,2020-11-30 23:26:57,IV,19,7484894,Green destroys Religion##
712,Green,Religion,2020-11-30 23:15:17,IV,19,7484894,Green destroys Religion##
713,Green,Religion,2020-11-30 23:15:14,IV,19,7484894,Green destroys Religion##
714,Green,Iron,2020-11-30 23:15:10,IV,19,7484894,Green destroys Iron##
715,Green,Selective breeding,2020-11-30 23:15:06,IV,19,7484894,Green destroys Selective breeding##
716,Green,Religion,2020-11-30 23:15:00,IV,19,7484894,Green destroys Religion##
717,Green,Iron,2020-11-30 23:14:51,IV,19,7484894,Green destroys Iron##
718,Green,Iron,2020-11-30 23:14:45,IV,19,7484894,Green destroys Iron##
719,Green,Selective breeding,2020-11-30 23:14:38,IV,19,7484894,Green destroys Selective breeding##
720,Green,Scientific Method,2020-11-30 23:14:28,IV,19,7484894,Green destroys Scientific Method##
721,Green,Philosophy,2020-11-30 23:14:13,IV,19,7484894,Green destroys Philosophy##
722,Purple,Alchemy,2020-11-30 17:33:06,III,18,7484894,Purple destroys Alchemy##
723,Purple,Iron,2020-11-30 14:18:45,III,17,7484894,Purple destroys Iron##
724,Purple,Religion,2020-11-26 08:35:18,II,14,7484894,Purple destroys Religion##
725,Purple,Religion,2020-11-25 10:16:56,II,12,7484894,Purple destroys Religion##
726,Purple,Religion,2020-11-23 18:59:40,II,10,7484894,Purple destroys Religion##
727,Green,Iron,2020-12-22 11:52:38,IV,20,7485891,Green destroys Iron##
728,Orange,Irrigation,2020-12-22 11:29:23,IV,20,7485891,Orange destroys Irrigation##
729,Grey,Selective breeding,2020-12-22 11:22:12,IV,19,7485891,Grey destroys Selective breeding##
730,Grey,Alchemy,2020-12-22 11:22:00,IV,19,7485891,Grey destroys Alchemy##
731,Purple,Alchemy,2020-12-22 11:12:56,IV,19,7485891,Purple destroys Alchemy##
732,Grey,Iron,2020-12-21 11:11:57,III,16,7485891,Grey destroys Iron##
733,Green,Religion,2020-12-17 14:36:02,II,11,7485891,Green destroys Religion##
734,Grey,Philosophy,2020-12-14 08:30:54,II,8,7485891,Grey destroys Philosophy##
735,Purple,Philosophy,2020-12-10 17:19:31,I,6,7485891,Purple destroys Philosophy##
736,Purple,Philosophy,2020-12-10 13:12:47,I,4,7485891,Purple destroys Philosophy##
737,Orange,Philosophy,2020-12-10 13:09:05,I,4,7485891,Orange destroys Philosophy##
738,Grey,Bronze,2021-01-05 22:34:56,III,17,7486444,Grey destroys Bronze##
739,Green,Agriculture,2021-01-05 10:26:52,III,16,7486444,Green destroys Agriculture##
740,Purple,Bronze,2021-01-04 16:27:27,III,14,7486444,Purple destroys Bronze##
741,Green,Religion,2021-01-04 16:11:21,II,13,7486444,Green destroys Religion##
742,Orange,Philosophy,2021-01-04 15:42:16,II,13,7486444,Orange destroys Philosophy##
743,Purple,Philosophy,2021-01-04 15:40:37,II,13,7486444,Purple destroys Philosophy##
744,Purple,Bronze,2021-01-04 14:24:28,II,12,7486444,Purple destroys Bronze##
745,Orange,Agriculture,2021-01-04 14:24:08,II,12,7486444,Orange destroys Agriculture##
746,Green,Iron,2021-01-04 14:22:04,II,12,7486444,Green destroys Iron##
747,Orange,Coal,2021-01-30 22:30:57,IV,20,7487030,Orange destroys Coal##
748,Orange,Alchemy,2021-01-30 22:22:20,IV,20,7487030,Orange destroys Alchemy##
749,Orange,Alchemy,2021-01-30 22:22:10,IV,20,7487030,Orange destroys Alchemy##
750,Grey,Computers,2021-01-30 21:40:34,IV,19,7487030,Grey destroys Computers##
751,Purple,Alchemy,2021-01-30 14:49:15,III,18,7487030,Purple destroys Alchemy##
752,Green,Religion,2021-01-27 19:35:03,II,14,7487030,Green destroys Religion##
753,Grey,Coal,2021-02-16 21:56:07,IV,19,7488202,Grey destroys Coal##
754,Orange,Agriculture,2021-02-16 21:15:43,IV,19,7488202,Orange destroys Agriculture##
755,Orange,Philosophy,2021-02-16 21:05:54,IV,19,7488202,Orange destroys Philosophy##
756,Orange,Philosophy,2021-02-16 21:05:26,IV,19,7488202,Orange destroys Philosophy##
757,Grey,Theology,2021-02-16 12:49:53,III,16,7488202,Grey destroys Theology##
758,Purple,Philosophy,2021-02-13 08:21:57,III,15,7488202,Purple destroys Philosophy##
759,Purple,Philosophy,2021-02-13 08:21:43,III,15,7488202,Purple destroys Philosophy##
760,Grey,Bronze,2021-02-12 23:58:58,III,14,7488202,Grey destroys Bronze##
761,Green,Alchemy,2021-02-11 16:28:05,III,14,7488202,Green destroys Alchemy##
762,Grey,Agriculture,2021-02-07 22:18:05,II,11,7488202,Grey destroys Agriculture##
763,Purple,Religion,2021-02-07 21:02:50,II,11,7488202,Purple destroys Religion##
764,Grey,Philosophy,2021-03-02 16:30:13,IV,16,7488850,Grey destroys Philosophy##
765,Orange,Coal,2021-03-02 15:56:51,III,16,7488850,Orange destroys Coal##
766,Purple,Philosophy,2021-03-02 08:41:59,III,14,7488850,Purple destroys Philosophy##
767,Purple,Philosophy,2021-03-01 16:15:49,III,13,7488850,Purple destroys Philosophy##
768,Green,Bronze,2021-02-28 23:32:16,II,12,7488850,Green destroys Bronze##
769,Grey,Philosophy,2021-02-26 18:12:48,II,11,7488850,Grey destroys Philosophy##
770,Grey,Bronze,2021-02-26 08:59:35,II,10,7488850,Grey destroys Bronze##
771,Green,Philosophy,2021-02-22 15:35:57,II,8,7488850,Green destroys Philosophy##
772,Grey,Coal,2021-03-11 16:46:53,IV,19,7489429,Grey destroys Coal##
773,Grey,Alchemy,2021-03-11 16:45:13,IV,19,7489429,Grey destroys Alchemy##
774,Grey,Alchemy,2021-03-11 16:24:24,IV,18,7489429,Grey destroys Alchemy##
775,Green,Philosophy,2021-03-11 16:14:53,IV,18,7489429,Green destroys Philosophy##
776,Orange,Drama,2021-03-11 15:22:19,III,17,7489429,Orange destroys Drama##
777,Green,Iron,2021-03-10 19:42:42,III,13,7489429,Green destroys Iron##
778,Orange,Agriculture,2021-03-10 19:29:31,III,13,7489429,Orange destroys Agriculture##
779,Grey,Bronze,2021-03-10 19:07:45,III,13,7489429,Grey destroys Bronze##
780,Orange,Philosophy,2021-03-10 10:57:21,II,11,7489429,Orange destroys Philosophy##
781,Orange,Philosophy,2021-03-10 10:57:09,II,11,7489429,Orange destroys Philosophy##
782,Purple,Philosophy,2021-03-08 20:01:52,II,9,7489429,Purple destroys Philosophy##
783,Purple,Agriculture,2021-03-07 12:50:54,I,5,7489429,Purple destroys Agriculture##
784,Purple,Iron,2021-03-17 06:44:09,IV,17,7489723,Purple destroys Iron##
785,Purple,Alchemy,2021-03-17 06:43:48,IV,17,7489723,Purple destroys Alchemy##
786,Purple,Agriculture,2021-03-15 14:51:57,III,13,7489723,Purple destroys Agriculture##
787,Orange,Bronze,2021-03-15 08:40:05,II,9,7489723,Orange destroys Bronze##
788,Purple,Theology,2021-03-15 07:54:31,II,9,7489723,Purple destroys Theology##
789,Green,Religion,2021-03-28 10:23:59,IV,17,7489957,Green destroys Religion##
790,Grey,Philosophy,2021-03-27 11:24:25,III,15,7489957,Grey destroys Philosophy##
791,Purple,Philosophy,2021-03-25 20:55:55,II,12,7489957,Purple destroys Philosophy##
792,Grey,Religion,2021-03-25 16:32:31,II,11,7489957,Grey destroys Religion##
793,Green,Bronze,2021-03-25 10:06:07,II,8,7489957,Green destroys Bronze##
794,Green,Bronze,2021-03-25 09:31:29,II,7,7489957,Green destroys Bronze##
795,Green,Agriculture,2021-03-28 20:54:23,III,13,7490325,Green destroys Agriculture##
796,Green,Printing Press,2021-03-28 20:20:22,II,11,7490325,Green destroys Printing Press##
797,Green,Agriculture,2021-03-28 20:16:23,II,11,7490325,Green destroys Agriculture##
798,Orange,Agriculture,2021-03-28 19:48:13,II,9,7490325,Orange destroys Agriculture##
799,Grey,Philosophy,2021-03-28 19:47:37,II,9,7490325,Grey destroys Philosophy##
800,Grey,Bronze,2021-03-28 18:59:34,I,5,7490325,Grey destroys Bronze##
801,Green,Iron,2021-04-06 10:12:59,IV,18,7490386,Green destroys Iron##
802,Purple,Iron,2021-04-06 10:06:37,IV,18,7490386,Purple destroys Iron##
803,Orange,Iron,2021-04-06 09:48:00,IV,18,7490386,Orange destroys Iron##
804,Purple,Alchemy,2021-04-05 16:53:26,III,15,7490386,Purple destroys Alchemy##
805,Grey,Bronze,2021-04-02 08:02:35,II,10,7490386,Grey destroys Bronze##
806,Purple,Philosophy,2021-03-31 17:25:17,I,7,7490386,Purple destroys Philosophy##
807,Green,Agriculture,2021-03-31 13:45:57,I,6,7490386,Green destroys Agriculture##
808,Grey,Philosophy,2021-03-31 11:54:28,I,6,7490386,Grey destroys Philosophy##
809,Green,Bronze,2021-03-31 11:31:17,I,6,7490386,Green destroys Bronze##
810,Purple,Bronze,2021-03-31 11:29:41,I,6,7490386,Purple destroys Bronze##
811,Grey,Religion,2021-03-31 09:27:15,I,5,7490386,Grey destroys Religion##
812,Grey,Religion,2021-04-17 22:17:38,IV,16,7490649,Grey destroys Religion##
813,Green,Alchemy,2021-04-17 19:35:43,IV,16,7490649,Green destroys Alchemy##
814,Purple,Bronze,2021-04-15 11:38:09,III,12,7490649,Purple destroys Bronze##
815,Orange,Agriculture,2021-04-14 21:03:17,II,10,7490649,Orange destroys Agriculture##
816,Grey,Bronze,2021-04-14 08:39:27,II,10,7490649,Grey destroys Bronze##
817,Green,Philosophy,2021-04-14 08:28:49,II,10,7490649,Green destroys Philosophy##
818,Purple,Coal,2021-04-28 08:56:24,IV,18,7491046,Purple destroys Coal##
819,Grey,Agriculture,2021-04-25 22:27:44,III,12,7491046,Grey destroys Agriculture##
820,Green,Alchemy,2021-04-22 22:12:35,II,10,7491046,Green destroys Alchemy##
821,Orange,Alchemy,2021-05-21 11:26:11,IV,17,7491505,Orange destroys Alchemy##
822,Orange,Bronze,2021-05-21 09:16:18,III,15,7491505,Orange destroys Bronze##
823,Green,Selective Breeding,2021-06-04 09:33:14,IV,18,7492262,Green destroys Selective Breeding##
824,Orange,Religion,2021-06-03 13:18:08,III,15,7492262,Orange destroys Religion##
825,Orange,Religion,2021-06-03 13:17:55,III,15,7492262,Orange destroys Religion##
826,Orange,Bronze,2021-06-02 12:37:33,III,13,7492262,Orange destroys Bronze##
827,Grey,Bronze,2021-05-31 09:47:53,II,12,7492262,Grey destroys Bronze##
828,Grey,Bronze,2021-05-28 23:34:32,II,10,7492262,Grey destroys Bronze##
829,Purple,Agriculture,2021-05-27 08:51:07,II,10,7492262,Purple destroys Agriculture##
830,Orange,Bronze,2021-05-27 06:34:21,II,10,7492262,Orange destroys Bronze##
831,Orange,Bronze,2021-05-25 23:50:20,II,10,7492262,Orange destroys Bronze##
832,Orange,Bronze,2021-05-25 13:29:44,I,5,7492262,Orange destroys Bronze##
833,Orange,Agriculture,2021-05-25 11:58:25,I,5,7492262,Orange destroys Agriculture##
834,Grey,Alchemy,2021-06-15 14:02:47,IV,17,7492705,Grey destroys Alchemy##
835,Grey,Agriculture,2021-06-14 13:44:33,III,12,7492705,Grey destroys Agriculture##
836,Green,Agriculture,2021-06-11 09:01:18,II,11,7492705,Green destroys Agriculture##
837,Orange,Bronze,2021-06-09 15:37:59,II,8,7492705,Orange destroys Bronze##
838,Grey,Bronze,2021-06-09 15:07:34,II,8,7492705,Grey destroys Bronze##
839,Purple,Bronze,2021-06-09 12:41:54,II,8,7492705,Purple destroys Bronze##
840,Grey,Printing Press,2021-06-25 20:55:38,IV,17,7493040,Grey destroys Printing Press##
841,Orange,Agriculture,2021-06-22 22:25:10,II,9,7493040,Orange destroys Agriculture##
842,Grey,Philosophy,2021-06-21 21:37:26,I,6,7493040,Grey destroys Philosophy##
843,Purple,Agriculture,2021-06-21 09:33:05,I,5,7493040,Purple destroys Agriculture##
844,Grey,Selective Breeding,2021-07-01 14:44:58,IV,18,7493350,Grey destroys Selective Breeding##
845,Grey,Bronze,2021-07-01 14:23:08,IV,17,7493350,Grey destroys Bronze##
846,Orange,Agriculture,2021-07-01 07:48:19,II,12,7493350,Orange destroys Agriculture##
847,Grey,Agriculture,2021-07-01 07:44:11,II,12,7493350,Grey destroys Agriculture##
848,Green,Bronze,2021-07-01 07:40:36,II,12,7493350,Green destroys Bronze##
849,Purple,Bronze,2021-07-01 07:05:27,II,12,7493350,Purple destroys Bronze##
850,Orange,Religion,2021-06-30 21:33:26,II,11,7493350,Orange destroys Religion##
851,Green,Agriculture,2021-06-30 10:49:35,II,9,7493350,Green destroys Agriculture##
